year,date,incident_number
2006,2006-11-24T00:00:00Z,111240601
2011,2011-11-24T00:00:00Z,111241101
2006,2006-11-25T00:00:00Z,111250601
2009,2009-11-25T00:00:00Z,111250901
2008,2008-11-26T00:00:00Z,111260801
2010,2010-11-26T00:00:00Z,111261001
2011,2011-11-26T00:00:00Z,111261101
2015,2015-11-26T00:00:00Z,111261501
2008,2008-11-27T00:00:00Z,111270801
2008,2008-11-27T00:00:00Z,111270802
2011,2011-11-27T00:00:00Z,111271101
2010,2010-11-28T00:00:00Z,111281001
2013,2013-11-28T00:00:00Z,111281301
2008,2008-11-30T00:00:00Z,111300801
2008,2008-11-30T00:00:00Z,111300802
2009,2009-11-30T00:00:00Z,111300901
2009,2009-11-30T00:00:00Z,111300902
2007,2007-12-01T00:00:00Z,112010701
2008,2008-12-01T00:00:00Z,112010801
2012,2012-12-01T00:00:00Z,112011201
2013,2013-12-01T00:00:00Z,112011301
2006,2006-12-02T00:00:00Z,112020601
2009,2009-12-02T00:00:00Z,112020901
2010,2010-12-02T00:00:00Z,112021001
2010,2010-12-02T00:00:00Z,112021002
2010,2010-12-02T00:00:00Z,112021003
2010,2010-12-02T00:00:00Z,112021004
2010,2010-02-21T00:00:00Z,112021005
2010,2010-12-02T00:00:00Z,112021006
2005,2005-12-03T00:00:00Z,112030501
2008,2008-12-03T00:00:00Z,112030801
2008,2008-12-03T00:00:00Z,112030802
2011,2011-12-03T00:00:00Z,112031101
2005,2005-12-04T00:00:00Z,112040501
2007,2007-12-05T00:00:00Z,112050701
2010,2010-12-05T00:00:00Z,112051001
2011,2011-12-05T00:00:00Z,112051101
2013,2013-12-05T00:00:00Z,112051301
2014,2014-12-05T00:00:00Z,112051401
2007,2007-12-06T00:00:00Z,112060701
2007,2007-12-06T00:00:00Z,112060702
2007,2007-12-06T00:00:00Z,112060703
2008,2008-12-06T00:00:00Z,112060801
2008,2008-12-06T00:00:00Z,112060802
2011,2011-12-06T00:00:00Z,112061101
2012,2012-12-06T00:00:00Z,112061201
2015,2015-12-06T00:00:00Z,112061501
2016,2016-12-06T00:00:00Z,112061601
2010,2010-12-07T00:00:00Z,112071001
2010,2010-12-07T00:00:00Z,112071002
2006,2006-12-08T00:00:00Z,112080601
2006,2006-12-08T00:00:00Z,112080602
2008,2008-12-08T00:00:00Z,112080801
2005,2005-12-09T00:00:00Z,112090501
2007,2007-12-09T00:00:00Z,112090701
2010,2010-12-09T00:00:00Z,112091001
2011,2011-12-09T00:00:00Z,112091101
2011,2011-12-09T00:00:00Z,112091102
2005,2005-12-10T00:00:00Z,112100501
2008,2008-12-10T00:00:00Z,112100801
2008,2008-12-10T00:00:00Z,112100802
2008,2008-12-11T00:00:00Z,112110801
2015,2015-12-11T00:00:00Z,112111501
2005,2005-12-12T00:00:00Z,112120501
2006,2006-12-12T00:00:00Z,112120601
2007,2007-12-12T00:00:00Z,112120701
2007,2007-12-12T00:00:00Z,112120702
2009,2009-12-13T00:00:00Z,112130901
2005,2005-12-14T00:00:00Z,112140501
2005,2005-12-14T00:00:00Z,112140502
2006,2006-12-14T00:00:00Z,112140601
2006,2006-12-16T00:00:00Z,112160601
2007,2007-12-16T00:00:00Z,112160701
2010,2010-12-16T00:00:00Z,112161001
2011,2011-12-16T00:00:00Z,112161101
2008,2008-12-17T00:00:00Z,112170801
2010,2010-12-17T00:00:00Z,112171001
2016,2010-12-13T00:00:00Z,112171601
2010,2010-12-18T00:00:00Z,112181001
2015,2015-12-18T00:00:00Z,112181501
2005,2005-12-20T00:00:00Z,112200501
2009,2009-12-21T00:00:00Z,112210901
2011,2011-12-21T00:00:00Z,112211101
2015,2015-12-21T00:00:00Z,112211501
2005,2005-12-22T00:00:00Z,112220501
2005,2005-12-22T00:00:00Z,112220502
2006,2006-12-22T00:00:00Z,112220601
2005,2005-12-23T00:00:00Z,112230501
2008,2008-12-23T00:00:00Z,112230801
2011,2011-12-23T00:00:00Z,112231101
2011,2011-12-24T00:00:00Z,112241101
2013,2013-12-24T00:00:00Z,112241301
2009,2009-12-25T00:00:00Z,112250901
2010,2010-12-25T00:00:00Z,112251001
2011,2011-12-25T00:00:00Z,112251101
2013,2013-12-25T00:00:00Z,112251301
2013,2013-12-25T00:00:00Z,112251302
2009,2009-12-26T00:00:00Z,112260901
2005,2005-12-27T00:00:00Z,112270501
2007,2007-12-27T00:00:00Z,112270701
2007,2007-12-27T00:00:00Z,112270702
2007,2007-12-27T00:00:00Z,112270703
2007,2007-12-28T00:00:00Z,112280701
2007,2007-12-28T00:00:00Z,112280702
2007,2007-12-28T00:00:00Z,112280703
2007,2007-12-28T00:00:00Z,112280704
2009,2009-12-28T00:00:00Z,112280901
2005,2005-12-29T00:00:00Z,112290501
2007,2007-12-29T00:00:00Z,112290701
2008,2008-12-29T00:00:00Z,112290801
2013,2013-12-29T00:00:00Z,112291301
2014,2014-12-29T00:00:00Z,112291401
2007,2007-12-30T00:00:00Z,112300701
2007,2007-12-30T00:00:00Z,112300702
2007,2007-12-31T00:00:00Z,112310701
2008,2008-12-31T00:00:00Z,112310801
2008,2016-01-02T00:00:00Z,101020801
2007,2007-01-04T00:00:00Z,101040701
2008,2016-01-04T00:00:00Z,101040801
2011,2011-01-04T00:00:00Z,101041101
2016,2016-01-05T00:00:00Z,101051601
2010,2010-01-06T00:00:00Z,101061001
2016,2016-01-06T00:00:00Z,101061601
2007,2007-01-07T00:00:00Z,101070704
2010,2010-01-08T00:00:00Z,101081001
2007,2007-01-09T00:00:00Z,101090701
2010,2010-01-12T00:00:00Z,101121001
2008,2008-01-13T00:00:00Z,101130802
2011,2011-01-13T00:00:00Z,101131101
2008,2008-01-14T00:00:00Z,101140801
2005,2005-01-15T00:00:00Z,101150503
2005,2005-01-16T00:00:00Z,101160501
2007,2007-01-16T00:00:00Z,101160702
2006,2006-01-18T00:00:00Z,101180601
2008,2008-01-18T00:00:00Z,101180802
2009,2009-01-20T00:00:00Z,101200901
2009,2009-01-20T00:00:00Z,101200902
2008,2008-01-21T00:00:00Z,101210801
2011,2011-01-22T00:00:00Z,101221101
2013,2013-01-22T00:00:00Z,101221301
2007,2007-01-29T00:00:00Z,101290701
2008,2016-01-29T00:00:00Z,101290801
2005,2005-02-01T00:00:00Z,102010501
2008,2008-02-02T00:00:00Z,102020801
2005,2005-01-03T00:00:00Z,102030501
2008,2008-02-03T00:00:00Z,102030801
2014,2014-02-05T00:00:00Z,102051401
2008,2008-02-06T00:00:00Z,102060801
2014,2014-02-07T00:00:00Z,102071401
2012,2012-02-09T00:00:00Z,102091201
2007,2007-02-01T00:00:00Z,102130701
2007,2007-02-18T00:00:00Z,102180701
2008,2008-02-22T00:00:00Z,102220801
2010,2010-02-23T00:00:00Z,102231002
2009,2009-02-24T00:00:00Z,102240901
2014,2014-02-27T00:00:00Z,102271401
2008,2008-02-28T00:00:00Z,102280801
2008,2008-02-29T00:00:00Z,102290801
2008,2008-02-29T00:00:00Z,102290802
2007,2007-03-03T00:00:00Z,103030701
2008,2008-03-05T00:00:00Z,103050801
2015,2015-03-07T00:00:00Z,103071501
2011,2011-03-08T00:00:00Z,103081101
2014,2014-03-08T00:00:00Z,103081401
2014,2014-03-08T00:00:00Z,103081402
2010,2010-03-10T00:00:00Z,103101001
2013,2013-03-11T00:00:00Z,103111302
2013,2013-03-11T00:00:00Z,103111303
2009,2009-03-12T00:00:00Z,103120901
2009,2009-03-14T00:00:00Z,103140901
2014,2014-03-14T00:00:00Z,103141401
2016,2016-03-15T00:00:00Z,103151601
2005,2005-03-18T00:00:00Z,103180502
2007,2007-03-18T00:00:00Z,103180701
2010,2010-03-18T00:00:00Z,103181002
2008,2008-03-19T00:00:00Z,103190801
2008,2008-03-19T00:00:00Z,103190802
2016,2016-03-19T00:00:00Z,103191601
2012,2012-03-22T00:00:00Z,103221201
2006,2006-03-24T00:00:00Z,103240601
2008,2008-03-24T00:00:00Z,103240801
2013,2013-03-24T00:00:00Z,103241301
2007,2007-03-25T00:00:00Z,103250701
2015,2015-03-25T00:00:00Z,103251501
2005,2005-03-27T00:00:00Z,103270501
2011,2011-03-27T00:00:00Z,103271101
2014,2014-03-27T00:00:00Z,103271401
2006,2006-03-28T00:00:00Z,103280601
2011,2011-03-28T00:00:00Z,103281101
2008,2008-03-29T00:00:00Z,103290801
2013,2013-03-29T00:00:00Z,103291302
2012,2012-03-31T00:00:00Z,103311201
2012,2012-03-31T00:00:00Z,103311202
2008,2008-04-02T00:00:00Z,104020802
2005,2005-04-03T00:00:00Z,104030503
2014,2014-04-03T00:00:00Z,104031401
2006,2006-04-04T00:00:00Z,104040601
2007,2007-04-06T00:00:00Z,104060702
2005,2005-04-07T00:00:00Z,104070501
2006,2006-04-08T00:00:00Z,104080601
2012,2012-04-10T00:00:00Z,104101201
2005,2005-04-17T00:00:00Z,104170501
2007,2007-04-19T00:00:00Z,104190701
2007,2007-04-20T00:00:00Z,104200701
2014,2014-04-20T00:00:00Z,104201401
2016,2016-04-21T00:00:00Z,104211601
2010,2010-04-22T00:00:00Z,104221001
2013,2013-04-22T00:00:00Z,104221301
2012,2012-04-23T00:00:00Z,104231201
2013,2013-04-23T00:00:00Z,104231301
2010,2010-04-24T00:00:00Z,104241001
2006,2006-04-28T00:00:00Z,104280601
2011,2011-04-28T00:00:00Z,104281101
2008,2008-04-29T00:00:00Z,104290801
2013,2013-04-30T00:00:00Z,104301301
2008,2008-05-02T00:00:00Z,105020801
2007,2007-05-03T00:00:00Z,105030701
2016,2016-05-04T00:00:00Z,105041601
2008,2008-05-05T00:00:00Z,105050805
2010,2010-05-05T00:00:00Z,105051002
2015,2015-05-05T00:00:00Z,105051501
2010,2010-05-06T00:00:00Z,105061001
2006,2006-05-07T00:00:00Z,105070601
2006,2006-05-09T00:00:00Z,105090601
2011,2011-05-09T00:00:00Z,105091101
2012,2012-05-10T00:00:00Z,105101204
2009,2009-05-11T00:00:00Z,105110901
2007,2007-05-15T00:00:00Z,105150701
2009,2009-05-18T00:00:00Z,105180902
2011,2011-05-18T00:00:00Z,105181101
2015,2015-05-19T00:00:00Z,105191501
2006,2006-05-21T00:00:00Z,105210601
2016,2016-05-23T00:00:00Z,105231601
2010,2010-05-24T00:00:00Z,105241001
2013,2013-05-24T00:00:00Z,105241301
2011,2011-05-25T00:00:00Z,105251101
2007,2007-05-26T00:00:00Z,105260701
2007,2007-05-27T00:00:00Z,105270701
2016,2016-06-01T00:00:00Z,106011601
2009,2009-06-02T00:00:00Z,106020901
2008,2008-07-03T00:00:00Z,106030801
2010,2010-06-04T00:00:00Z,106041001
2011,2011-06-06T00:00:00Z,106061101
2009,2009-06-09T00:00:00Z,106090901
2007,2007-06-13T00:00:00Z,106130701
2011,2011-06-16T00:00:00Z,106161101
2015,2015-06-20T00:00:00Z,106201501
2015,2015-06-20T00:00:00Z,106201502
2013,2013-06-27T00:00:00Z,106271301
2007,2007-06-29T00:00:00Z,106290703
2010,2010-07-03T00:00:00Z,107031001
2010,2010-07-03T00:00:00Z,107031002
2013,2013-07-04T00:00:00Z,107041301
2014,2014-07-04T00:00:00Z,107041401
2010,2010-07-07T00:00:00Z,107071001
2011,2011-07-16T00:00:00Z,107071101
2007,2007-07-09T00:00:00Z,107090701
2008,2008-07-10T00:00:00Z,107100802
2007,2007-07-11T00:00:00Z,107110704
2007,2007-07-11T00:00:00Z,107110705
2013,2013-07-12T00:00:00Z,107121301
2013,2013-07-13T00:00:00Z,107131302
2015,2015-07-13T00:00:00Z,107131501
2007,2007-07-14T00:00:00Z,107140701
2012,2012-07-16T00:00:00Z,107161201
2016,2016-07-16T00:00:00Z,107161601
2014,2014-07-17T00:00:00Z,107171401
2009,2009-07-18T00:00:00Z,107180901
2005,2005-07-19T00:00:00Z,107190502
2012,2012-07-24T00:00:00Z,107241201
2015,2015-07-24T00:00:00Z,107241502
2007,2007-07-25T00:00:00Z,107250701
2015,2015-07-25T00:00:00Z,107251501
2008,2008-07-28T00:00:00Z,107280801
2007,2007-07-29T00:00:00Z,107290701
2014,2014-07-29T00:00:00Z,107291401
2008,2008-07-30T00:00:00Z,107300802
2007,2007-07-31T00:00:00Z,107310701
2011,2011-08-01T00:00:00Z,108011101
2007,2007-08-03T00:00:00Z,108020702
2008,2008-08-02T00:00:00Z,108020801
2007,2007-08-06T00:00:00Z,108060701
2007,2007-08-07T00:00:00Z,108070703
2010,2010-08-07T00:00:00Z,108071001
2007,2007-08-08T00:00:00Z,108080701
2011,2011-08-08T00:00:00Z,108081101
2012,2012-08-08T00:00:00Z,108081201
2013,2013-08-09T00:00:00Z,108091301
2010,2010-08-11T00:00:00Z,108111001
2012,2012-08-17T00:00:00Z,108171201
2006,2006-08-19T00:00:00Z,108190601
2007,2007-08-20T00:00:00Z,108200701
2013,2013-08-20T00:00:00Z,108201301
2013,2013-08-21T00:00:00Z,108211301
2013,2013-08-23T00:00:00Z,108231301
2006,2006-08-25T00:00:00Z,108250601
2007,2007-08-27T00:00:00Z,108270701
2007,2007-08-27T00:00:00Z,108270702
2012,2012-08-27T00:00:00Z,108271201
2006,2011-08-28T00:00:00Z,108280601
2010,2010-08-28T00:00:00Z,108281001
2007,2007-08-29T00:00:00Z,108290701
2005,2005-09-05T00:00:00Z,109050501
2008,2008-09-05T00:00:00Z,109050801
2013,2013-09-05T00:00:00Z,109051301
2007,2007-09-06T00:00:00Z,109060701
2007,2007-09-06T00:00:00Z,109060702
2014,2014-09-09T00:00:00Z,109091401
2006,2006-09-10T00:00:00Z,109100601
2012,2012-09-10T00:00:00Z,109101201
2007,2007-09-12T00:00:00Z,109120701
2008,2008-09-12T00:00:00Z,109120801
2007,2007-09-13T00:00:00Z,109130701
2005,2005-09-18T00:00:00Z,109180501
2010,2010-09-18T00:00:00Z,109181001
2015,2015-09-18T00:00:00Z,109181501
2011,2011-09-19T00:00:00Z,109191101
2006,2006-09-22T00:00:00Z,109220602
2009,2009-09-23T00:00:00Z,109230901
2015,2015-09-25T00:00:00Z,109231501
2006,2006-09-28T00:00:00Z,109280601
2006,2006-10-02T00:00:00Z,110020601
2013,2013-10-02T00:00:00Z,110021301
2016,2016-10-03T00:00:00Z,110031601
2010,2010-10-04T00:00:00Z,110041002
2006,2006-10-07T00:00:00Z,110070603
2009,2009-10-09T00:00:00Z,110090901
2012,2012-10-09T00:00:00Z,110091201
2007,2007-10-12T00:00:00Z,110120701
2006,2006-10-15T00:00:00Z,110150602
2006,2006-10-17T00:00:00Z,110170601
2006,2006-10-18T00:00:00Z,110180602
2009,2009-10-20T00:00:00Z,110200901
2013,2013-10-21T00:00:00Z,110211302
2007,2007-10-24T00:00:00Z,110240701
2007,2007-10-26T00:00:00Z,110260701
2015,2015-10-26T00:00:00Z,110261501
2008,2008-10-27T00:00:00Z,110270801
2014,2014-10-27T00:00:00Z,110271401
2006,2006-10-28T00:00:00Z,110280601
2007,2007-10-28T00:00:00Z,110280701
2008,2008-10-28T00:00:00Z,110280801
2013,2013-10-28T00:00:00Z,110281301
2006,2006-10-30T00:00:00Z,110300601
2009,2009-10-31T00:00:00Z,110310902
2011,2011-10-31T00:00:00Z,110311101
2008,2008-11-02T00:00:00Z,111020801
2015,2015-11-02T00:00:00Z,111021501
2006,2006-11-03T00:00:00Z,111030601
2007,2007-11-03T00:00:00Z,111030701
2009,2009-11-04T00:00:00Z,111040901
2010,2010-11-06T00:00:00Z,111061001
2014,2014-11-06T00:00:00Z,111061401
2008,2008-11-07T00:00:00Z,111070801
2012,2012-11-09T00:00:00Z,111091203
2006,2006-11-11T00:00:00Z,111110601
2014,2014-11-13T00:00:00Z,111131401
2008,2008-11-17T00:00:00Z,111170801
2012,2012-11-19T00:00:00Z,111191201
2008,2008-11-20T00:00:00Z,111200802
2010,2010-11-21T00:00:00Z,111211001
2005,2005-11-22T00:00:00Z,111220601
2006,2006-11-24T00:00:00Z,111240602
2008,2008-11-24T00:00:00Z,111240801
2008,2008-11-26T00:00:00Z,111260802
2006,2006-11-28T00:00:00Z,111280601
2005,2005-11-30T00:00:00Z,111300501
2008,2008-11-30T00:00:00Z,111300803
2011,2011-11-30T00:00:00Z,111301101
2006,2006-12-04T00:00:00Z,112040601
2007,2007-12-04T00:00:00Z,112040701
2006,2006-12-05T00:00:00Z,112050601
2007,2007-12-05T00:00:00Z,112050702
2007,2007-12-05T00:00:00Z,112050703
2007,2007-12-08T00:00:00Z,112080701
2009,2009-12-08T00:00:00Z,112080901
2006,2006-12-09T00:00:00Z,112090601
2015,2015-12-12T00:00:00Z,112121501
2016,2010-12-13T00:00:00Z,112131601
2007,2007-12-14T00:00:00Z,112140701
2007,2007-12-18T00:00:00Z,112180701
2008,2008-12-18T00:00:00Z,112180801
2008,2008-12-19T00:00:00Z,112190801
2010,2010-12-21T00:00:00Z,112211001
2005,2005-12-25T00:00:00Z,112250501
2010,2010-12-25T00:00:00Z,112251002
2006,2006-12-28T00:00:00Z,112280601
2015,2015-12-28T00:00:00Z,112281501
2011,2011-12-30T00:00:00Z,112301101
2006,2006-12-31T00:00:00Z,112310601
2008,2008-12-31T00:00:00Z,112310802
2008,2008-12-30T00:00:00Z,212300801
2008,2016-01-08T00:00:00Z,101080801
2009,2009-03-17T00:00:00Z,103170901
2008,2008-11-19T00:00:00Z,111190801
2007,2007-04-26T00:00:00Z,104260701
2007,2007-03-16T00:00:00Z,103160701
2008,2008-01-01T00:00:00Z,201010801
2009,2009-01-01T00:00:00Z,201010901
2013,2013-01-01T00:00:00Z,201011301
2014,2014-01-01T00:00:00Z,201011401
2012,2012-01-02T00:00:00Z,201021201
2006,2006-01-03T00:00:00Z,201030601
2014,2014-01-03T00:00:00Z,201031401
2015,2015-01-03T00:00:00Z,201031501
2016,2016-01-04T00:00:00Z,201041601
2005,2005-01-05T00:00:00Z,201050501
2010,2010-01-05T00:00:00Z,201051001
2012,2012-01-05T00:00:00Z,201051201
2014,2014-01-05T00:00:00Z,201051402
2016,2016-01-05T00:00:00Z,201051601
2008,2008-01-06T00:00:00Z,201060801
2013,2013-01-06T00:00:00Z,201061301
2012,2012-01-07T00:00:00Z,201071201
2012,2012-01-07T00:00:00Z,201071203
2015,2015-01-08T00:00:00Z,201081501
2016,2016-01-08T00:00:00Z,201081601
2008,2008-01-09T00:00:00Z,201090801
2009,2009-01-09T00:00:00Z,201090901
2014,2014-01-09T00:00:00Z,201091401
2012,2012-01-10T00:00:00Z,201101202
2013,2013-01-10T00:00:00Z,201101301
2013,2013-01-10T00:00:00Z,201101302
2015,2015-01-10T00:00:00Z,201101501
2008,2008-01-13T00:00:00Z,201130802
2010,2010-01-13T00:00:00Z,201131002
2009,2009-01-14T00:00:00Z,201140901
2014,2014-01-14T00:00:00Z,201141401
2009,2009-01-15T00:00:00Z,201150901
2010,2010-01-15T00:00:00Z,201151001
2013,2013-01-16T00:00:00Z,201161301
2013,2013-01-16T00:00:00Z,201161302
2010,2010-01-17T00:00:00Z,201171003
2012,2012-01-17T00:00:00Z,201171201
2006,2006-01-18T00:00:00Z,201180601
2010,2010-01-18T00:00:00Z,201181001
2012,2012-01-18T00:00:00Z,201181201
2011,2011-01-19T00:00:00Z,201191101
2008,2008-01-21T00:00:00Z,201210801
2012,2012-01-21T00:00:00Z,201211201
2012,2012-01-21T00:00:00Z,201211202
2013,2013-01-21T00:00:00Z,201211301
2013,2013-01-21T00:00:00Z,201211302
2009,2009-01-22T00:00:00Z,201220902
2009,2009-01-22T00:00:00Z,201220903
2016,2016-01-22T00:00:00Z,201221601
2012,2012-01-24T00:00:00Z,201241201
2006,2006-01-25T00:00:00Z,201250601
2011,2011-01-25T00:00:00Z,201251101
2011,2011-01-26T00:00:00Z,201261101
2013,2013-01-26T00:00:00Z,201261301
2008,2008-01-27T00:00:00Z,201270801
2009,2009-01-27T00:00:00Z,201270901
2008,2008-01-29T00:00:00Z,201290801
2012,2012-01-29T00:00:00Z,201291204
2012,2012-01-29T00:00:00Z,201291205
2014,2014-01-29T00:00:00Z,201291401
2016,2016-01-29T00:00:00Z,201291601
2008,2008-01-30T00:00:00Z,201300801
2007,2007-01-31T00:00:00Z,201310701
2011,2011-02-01T00:00:00Z,202011101
2009,2009-02-02T00:00:00Z,202020901
2010,2010-02-02T00:00:00Z,202021001
2011,2011-02-02T00:00:00Z,202021101
2005,2005-02-03T00:00:00Z,202030501
2011,2011-02-03T00:00:00Z,202031101
2011,2011-02-04T00:00:00Z,202041101
2012,2012-02-04T00:00:00Z,202041201
2012,2012-02-04T00:00:00Z,202041202
2014,2014-02-04T00:00:00Z,202041401
2012,2012-02-05T00:00:00Z,202051202
2010,2010-02-07T00:00:00Z,202071001
2011,2011-02-07T00:00:00Z,202071101
2014,2014-02-07T00:00:00Z,202071401
2014,2014-02-07T00:00:00Z,202071402
2012,2012-02-08T00:00:00Z,202081201
2013,2013-02-08T00:00:00Z,202081301
2014,2014-02-08T00:00:00Z,202081401
2014,2014-02-08T00:00:00Z,202081402
2009,2009-02-09T00:00:00Z,202090901
2010,2010-02-09T00:00:00Z,202091001
2012,2012-02-09T00:00:00Z,202091201
2010,2010-02-10T00:00:00Z,202101001
2011,2011-02-10T00:00:00Z,202101101
2011,2011-02-10T00:00:00Z,202101102
2007,2007-02-11T00:00:00Z,202110701
2010,2010-01-12T00:00:00Z,202121001
2014,2014-02-12T00:00:00Z,202121401
2008,2008-02-13T00:00:00Z,202130802
2010,2010-02-13T00:00:00Z,202131001
2011,2011-02-13T00:00:00Z,202131101
2015,2015-01-13T00:00:00Z,202131501
2011,2011-02-14T00:00:00Z,202141101
2010,2010-02-15T00:00:00Z,202151001
2010,2010-02-15T00:00:00Z,202151002
2016,2016-02-15T00:00:00Z,202151602
2016,2016-02-15T00:00:00Z,202151603
2016,2016-02-15T00:00:00Z,202151604
2009,2009-02-16T00:00:00Z,202160901
2010,2010-02-17T00:00:00Z,202171001
2011,2011-02-17T00:00:00Z,202171102
2011,2011-02-17T00:00:00Z,202171103
2015,2015-02-17T00:00:00Z,202171502
2015,2015-02-18T00:00:00Z,202181501
2014,2014-02-19T00:00:00Z,202191402
2014,2014-02-19T00:00:00Z,202191403
2008,2008-02-21T00:00:00Z,202210801
2012,2012-02-21T00:00:00Z,202211201
2009,2009-02-22T00:00:00Z,202220901
2013,2013-02-22T00:00:00Z,202221301
2008,2008-02-23T00:00:00Z,202230801
2010,2010-02-23T00:00:00Z,202231001
2013,2013-02-23T00:00:00Z,202231301
2005,2005-02-24T00:00:00Z,202240501
2015,2015-02-24T00:00:00Z,202241501
2007,2007-02-25T00:00:00Z,202250701
2009,2009-02-25T00:00:00Z,202250901
2012,2012-02-25T00:00:00Z,202251201
2008,2008-02-26T00:00:00Z,202260801
2008,2008-02-26T00:00:00Z,202260802
2011,2011-02-26T00:00:00Z,202261101
2011,2011-02-16T00:00:00Z,202261102
2007,2007-02-27T00:00:00Z,202270701
2016,2016-02-27T00:00:00Z,202271601
2011,2011-02-28T00:00:00Z,202281101
2015,2015-02-28T00:00:00Z,202281501
2009,2009-03-01T00:00:00Z,203010902
2010,2010-03-01T00:00:00Z,203011001
2011,2011-03-01T00:00:00Z,203011101
2011,2011-03-01T00:00:00Z,203011102
2011,2011-03-01T00:00:00Z,203011103
2015,2015-03-01T00:00:00Z,203011501
2010,2010-03-02T00:00:00Z,203021001
2010,2010-03-02T00:00:00Z,203021002
2014,2014-04-02T00:00:00Z,203021401
2015,2015-03-02T00:00:00Z,203021501
2015,2015-03-03T00:00:00Z,203031501
2016,2016-03-04T00:00:00Z,203041601
2011,2011-03-05T00:00:00Z,203051101
2011,2011-03-05T00:00:00Z,203051102
2010,2010-03-06T00:00:00Z,203061001
2011,2011-03-07T00:00:00Z,203071101
2011,2011-03-07T00:00:00Z,203071102
2015,2015-03-07T00:00:00Z,203071501
2015,2015-03-07T00:00:00Z,203071502
2008,2008-03-09T00:00:00Z,203090801
2008,2008-03-09T00:00:00Z,203090802
2009,2009-03-09T00:00:00Z,203090901
2014,2014-03-09T00:00:00Z,203091401
2008,2008-03-10T00:00:00Z,203100801
2008,2008-03-10T00:00:00Z,203100802
2011,2011-03-10T00:00:00Z,203101101
2011,2011-03-10T00:00:00Z,203101102
2011,2011-03-10T00:00:00Z,203101103
2014,2014-03-10T00:00:00Z,203101401
2009,2009-03-11T00:00:00Z,203110901
2009,2009-03-11T00:00:00Z,203110902
2012,2012-03-11T00:00:00Z,203111203
2015,2015-03-12T00:00:00Z,203121501
2010,2010-03-13T00:00:00Z,203131001
2011,2011-03-13T00:00:00Z,203131101
2012,2012-03-13T00:00:00Z,203131201
2014,2014-03-10T00:00:00Z,203131401
2014,2014-03-13T00:00:00Z,203131402
2006,2006-03-14T00:00:00Z,203140601
2009,2009-03-14T00:00:00Z,203140901
2010,2010-03-14T00:00:00Z,203141001
2011,2011-03-14T00:00:00Z,203141101
2006,2006-03-16T00:00:00Z,203160601
2009,2009-03-16T00:00:00Z,203160901
2011,2011-03-16T00:00:00Z,203161101
2011,2011-03-16T00:00:00Z,203161102
2016,2016-03-16T00:00:00Z,203161601
2011,2011-03-17T00:00:00Z,203171101
2011,2011-03-17T00:00:00Z,203171103
2009,2009-03-18T00:00:00Z,203180901
2012,2012-03-18T00:00:00Z,203181201
2015,2015-03-18T00:00:00Z,203181501
2006,2006-03-20T00:00:00Z,203200601
2009,2009-03-21T00:00:00Z,203210901
2011,2011-03-21T00:00:00Z,203211101
2012,2012-03-21T00:00:00Z,203211201
2013,2013-03-21T00:00:00Z,203211301
2009,2009-03-22T00:00:00Z,203220901
2010,2010-03-22T00:00:00Z,203221001
2011,2011-03-22T00:00:00Z,203221101
2012,2012-03-22T00:00:00Z,203221201
2012,2012-03-22T00:00:00Z,203221202
2013,2013-03-22T00:00:00Z,203221301
2005,2005-03-23T00:00:00Z,203230501
2010,2010-03-23T00:00:00Z,203231001
2010,2010-03-23T00:00:00Z,203231002
2010,2010-03-23T00:00:00Z,203231003
2010,2010-03-23T00:00:00Z,203231004
2010,2010-03-23T00:00:00Z,203231007
2014,2014-03-23T00:00:00Z,203231401
2009,2009-03-24T00:00:00Z,203240902
2010,2010-03-24T00:00:00Z,203241001
2011,2011-03-24T00:00:00Z,203241101
2014,2014-03-24T00:00:00Z,203241401
2010,2010-03-25T00:00:00Z,203251001
2011,2011-03-25T00:00:00Z,203251101
2012,2012-03-25T00:00:00Z,203251201
2008,2008-03-26T00:00:00Z,203260801
2010,2010-03-26T00:00:00Z,203261001
2010,2010-03-26T00:00:00Z,203261003
2012,2012-03-26T00:00:00Z,203261202
2012,2012-03-26T00:00:00Z,203261203
2006,2006-03-27T00:00:00Z,203270601
2014,2014-03-27T00:00:00Z,203271401
2016,2016-03-27T00:00:00Z,203271601
2008,2008-03-28T00:00:00Z,203280801
2011,2011-03-28T00:00:00Z,203281101
2012,2012-03-30T00:00:00Z,203301201
2007,2007-03-31T00:00:00Z,203310701
