year,date,incident_number
2010,2010-10-07T00:00:00Z,210071001
2006,2006-10-08T00:00:00Z,210080601
2015,2015-10-08T00:00:00Z,210081501
2009,2009-10-09T00:00:00Z,210090901
2010,2010-10-09T00:00:00Z,210091001
2011,2011-11-09T00:00:00Z,210091101
2011,2011-10-09T00:00:00Z,210091102
2016,2016-10-09T00:00:00Z,210091601
2009,2009-10-10T00:00:00Z,210100901
2013,2013-10-10T00:00:00Z,210101301
2006,2006-10-11T00:00:00Z,210110601
2013,2013-10-11T00:00:00Z,210111301
2006,2006-10-12T00:00:00Z,210120601
2009,2009-10-12T00:00:00Z,210120901
2009,2009-10-12T00:00:00Z,210120902
2009,2009-10-12T00:00:00Z,210120904
2011,2011-10-12T00:00:00Z,210121101
2012,2012-10-12T00:00:00Z,210121201
2015,2015-10-12T00:00:00Z,210121501
2009,2009-10-13T00:00:00Z,210130901
2009,2009-10-13T00:00:00Z,210130902
2009,2009-10-13T00:00:00Z,210130903
2009,2009-10-13T00:00:00Z,210130904
2011,2011-10-13T00:00:00Z,210131101
2011,2011-10-13T00:00:00Z,210131102
2014,2014-10-13T00:00:00Z,210131401
2011,2011-10-14T00:00:00Z,210141102
2012,2012-10-14T00:00:00Z,210141201
2015,2015-10-14T00:00:00Z,210141501
2016,2016-10-15T00:00:00Z,210151601
2011,2011-10-16T00:00:00Z,210161101
2012,2012-10-16T00:00:00Z,210161201
2014,2014-10-16T00:00:00Z,210161401
2012,2012-10-18T00:00:00Z,210181201
2008,2008-10-19T00:00:00Z,210190801
2016,2016-11-19T00:00:00Z,210191601
2007,2007-10-21T00:00:00Z,210210701
2008,2008-10-21T00:00:00Z,210210801
2009,2009-10-21T00:00:00Z,210210901
2009,2009-10-21T00:00:00Z,210210902
2009,2009-10-21T00:00:00Z,210210903
2010,2010-10-21T00:00:00Z,210211001
2014,2014-10-21T00:00:00Z,210211401
2007,2007-10-22T00:00:00Z,210220701
2007,2007-10-22T00:00:00Z,210220702
2008,2008-10-22T00:00:00Z,210220801
2011,2011-10-23T00:00:00Z,210231101
2009,2009-10-24T00:00:00Z,210240901
2010,2010-10-24T00:00:00Z,210241001
2010,2010-10-24T00:00:00Z,210241003
2013,2013-10-24T00:00:00Z,210241302
2014,2014-10-25T00:00:00Z,210251401
2015,2015-10-26T00:00:00Z,210261501
2011,2011-10-27T00:00:00Z,210271101
2010,2010-10-28T00:00:00Z,210281001
2014,2014-10-28T00:00:00Z,210281401
2007,2007-10-29T00:00:00Z,210290701
2006,2006-10-30T00:00:00Z,210300601
2006,2006-10-30T00:00:00Z,210300602
2007,2007-10-30T00:00:00Z,210300701
2007,2007-10-30T00:00:00Z,210300702
2009,2009-10-30T00:00:00Z,210300901
2011,2011-10-30T00:00:00Z,210301101
2006,2006-10-31T00:00:00Z,210310601
2007,2007-10-31T00:00:00Z,210310701
2009,2009-10-31T00:00:00Z,210310901
2010,2010-11-01T00:00:00Z,211011001
2011,2011-11-01T00:00:00Z,211011101
2009,2009-11-02T00:00:00Z,211020901
2005,2005-11-03T00:00:00Z,211030501
2009,2009-11-03T00:00:00Z,211030901
2016,2016-11-03T00:00:00Z,211031601
2007,2007-11-04T00:00:00Z,211040701
2006,2006-11-05T00:00:00Z,211050601
2008,2008-11-05T00:00:00Z,211050801
2009,2009-11-05T00:00:00Z,211050901
2010,2010-11-05T00:00:00Z,211051001
2010,2010-11-05T00:00:00Z,211051002
2015,2015-11-05T00:00:00Z,211051502
2015,2015-11-05T00:00:00Z,211051503
2008,2008-11-06T00:00:00Z,211060801
2012,2012-11-06T00:00:00Z,211061201
2009,2009-11-07T00:00:00Z,211070902
2010,2010-11-07T00:00:00Z,211071001
2010,2010-11-08T00:00:00Z,211081002
2010,2010-11-08T00:00:00Z,211081003
2010,2010-11-08T00:00:00Z,211081005
2011,2011-11-08T00:00:00Z,211081101
2016,2016-11-08T00:00:00Z,211081601
2008,2008-11-09T00:00:00Z,211090801
2010,2010-11-09T00:00:00Z,211091001
2010,2010-11-09T00:00:00Z,211091002
2006,2006-11-10T00:00:00Z,211100601
2009,2009-11-10T00:00:00Z,211100901
2013,2013-11-10T00:00:00Z,211101301
2016,2016-11-10T00:00:00Z,211101601
2006,2006-11-11T00:00:00Z,211110601
2010,2010-11-11T00:00:00Z,211111001
2010,2010-11-11T00:00:00Z,211111002
2011,2011-11-11T00:00:00Z,211111101
2007,2007-11-12T00:00:00Z,211120701
2009,2009-11-12T00:00:00Z,211120901
2010,2010-11-12T00:00:00Z,211121001
2013,2013-11-12T00:00:00Z,211121301
2013,2013-11-12T00:00:00Z,211121302
2008,2008-11-13T00:00:00Z,211130801
2009,2009-11-13T00:00:00Z,211130901
2009,2009-11-13T00:00:00Z,211130902
2014,2014-11-13T00:00:00Z,211131401
2010,2010-11-12T00:00:00Z,211141001
2014,2014-11-14T00:00:00Z,211141401
2008,2008-11-15T00:00:00Z,211150801
2011,2011-11-15T00:00:00Z,211151101
2012,2012-11-15T00:00:00Z,211151201
2008,2008-11-16T00:00:00Z,211160801
2009,2009-11-19T00:00:00Z,211190901
2010,2010-11-19T00:00:00Z,211191001
2007,2007-11-20T00:00:00Z,211200702
2009,2009-11-20T00:00:00Z,211200901
2010,2010-11-20T00:00:00Z,211201002
2010,2010-11-21T00:00:00Z,211211001
2013,2013-11-21T00:00:00Z,211211302
2014,2014-11-21T00:00:00Z,211211401
2007,2007-11-22T00:00:00Z,211220701
2014,2014-11-22T00:00:00Z,211221401
2009,2009-11-23T00:00:00Z,211230901
2014,2014-11-23T00:00:00Z,211231402
2015,2015-11-23T00:00:00Z,211231501
2009,2009-11-24T00:00:00Z,211240901
2009,2009-11-25T00:00:00Z,211250901
2010,2010-11-25T00:00:00Z,211251002
2011,2011-11-25T00:00:00Z,211251101
2013,2013-11-25T00:00:00Z,211251301
2008,2008-11-26T00:00:00Z,211260801
2009,2009-11-26T00:00:00Z,211260901
2009,2009-11-26T00:00:00Z,211260902
2009,2009-11-27T00:00:00Z,211270901
2010,2010-11-27T00:00:00Z,211271001
2011,2011-11-27T00:00:00Z,211271101
2012,2012-11-27T00:00:00Z,211271201
2014,2014-11-27T00:00:00Z,211271401
2016,2016-11-27T00:00:00Z,211271601
2012,2012-11-29T00:00:00Z,211291201
2016,2016-11-29T00:00:00Z,211291601
2013,2013-11-30T00:00:00Z,211301301
2011,2011-12-01T00:00:00Z,212011101
2012,2012-12-01T00:00:00Z,212011201
2005,2005-12-02T00:00:00Z,212020501
2010,2010-12-02T00:00:00Z,212021001
2009,2009-12-03T00:00:00Z,212030901
2009,2009-12-03T00:00:00Z,212030902
2009,2009-12-03T00:00:00Z,212030904
2010,2010-12-03T00:00:00Z,212031001
2010,2010-12-03T00:00:00Z,212031002
2011,2011-12-03T00:00:00Z,212031101
2011,2011-12-03T00:00:00Z,212031102
2013,2013-12-03T00:00:00Z,212031301
2011,2011-12-04T00:00:00Z,212041101
2011,2011-12-04T00:00:00Z,212041102
2011,2011-12-04T00:00:00Z,212041103
2012,2012-12-04T00:00:00Z,212041201
2009,2009-12-05T00:00:00Z,212050901
2010,2010-12-05T00:00:00Z,212051001
2011,2011-12-05T00:00:00Z,212051101
2011,2011-12-05T00:00:00Z,212051102
2011,2011-12-05T00:00:00Z,212051103
2011,2011-12-06T00:00:00Z,212061101
2011,2011-12-06T00:00:00Z,212061102
2009,2009-12-07T00:00:00Z,212070901
2010,2010-12-07T00:00:00Z,212071001
2010,2010-12-07T00:00:00Z,212071002
2014,2014-12-07T00:00:00Z,212071401
2010,2010-12-08T00:00:00Z,212081001
2011,2011-12-09T00:00:00Z,212091101
2013,2013-12-09T00:00:00Z,212091301
2009,2009-12-10T00:00:00Z,212100901
2010,2010-12-10T00:00:00Z,212101001
2012,2012-12-10T00:00:00Z,212101201
2005,2005-12-11T00:00:00Z,212110501
2010,2010-12-11T00:00:00Z,212111001
2016,2016-12-11T00:00:00Z,212111601
2010,2010-12-13T00:00:00Z,212131001
2010,2010-12-13T00:00:00Z,212131002
2013,2013-12-14T00:00:00Z,212141301
2011,2011-02-15T00:00:00Z,212151101
2011,2011-12-15T00:00:00Z,212151102
2011,2011-12-16T00:00:00Z,212161101
2014,2014-12-16T00:00:00Z,212161401
2008,2008-12-17T00:00:00Z,212170802
2008,2008-12-17T00:00:00Z,212170803
2008,2008-12-17T00:00:00Z,212170804
2011,2011-12-17T00:00:00Z,212171101
2011,2011-12-17T00:00:00Z,212171102
2013,2013-12-17T00:00:00Z,212171301
2016,2016-12-17T00:00:00Z,212171601
2009,2009-12-18T00:00:00Z,212180901
2009,2009-12-18T00:00:00Z,212180902
2009,2009-12-18T00:00:00Z,212180903
2009,2009-12-18T00:00:00Z,212180904
2010,2010-12-18T00:00:00Z,212181001
2010,2010-12-18T00:00:00Z,212181002
2005,2005-12-19T00:00:00Z,212190502
2006,2006-12-19T00:00:00Z,212190601
2009,2009-12-19T00:00:00Z,212190901
2011,2011-12-19T00:00:00Z,212191101
2005,2005-12-20T00:00:00Z,212200501
2011,2011-12-20T00:00:00Z,212201101
2016,2016-12-20T00:00:00Z,212201601
2011,2011-12-21T00:00:00Z,212211101
2016,2016-12-21T00:00:00Z,212211601
2009,2009-12-22T00:00:00Z,212220902
2010,2010-12-22T00:00:00Z,212221001
2011,2011-12-22T00:00:00Z,212221101
2011,2011-12-22T00:00:00Z,212221102
2016,2016-12-17T00:00:00Z,212221601
2009,2009-12-23T00:00:00Z,212230901
2011,2011-12-23T00:00:00Z,212231103
2008,2008-12-26T00:00:00Z,212250801
2010,2010-12-25T00:00:00Z,212251001
2011,2011-12-25T00:00:00Z,212251101
2011,2011-12-25T00:00:00Z,212251102
2014,2014-12-25T00:00:00Z,212251401
2009,2009-12-26T00:00:00Z,212260901
2011,2011-12-27T00:00:00Z,212271101
2016,2016-12-27T00:00:00Z,212271601
2005,2005-12-28T00:00:00Z,212280501
2006,2006-12-28T00:00:00Z,212280601
2008,2008-12-28T00:00:00Z,212280801
2009,2009-12-28T00:00:00Z,212280901
2014,2014-12-28T00:00:00Z,212281401
2016,2016-12-28T00:00:00Z,212281601
2005,2005-12-29T00:00:00Z,212290501
2011,2011-12-29T00:00:00Z,212291101
2013,2013-12-29T00:00:00Z,212291302
2005,2005-12-30T00:00:00Z,212300501
2009,2009-12-30T00:00:00Z,212300901
2010,2010-12-30T00:00:00Z,212301001
2009,2009-12-31T00:00:00Z,212310901
2009,2009-12-31T00:00:00Z,212310902
2011,2011-12-31T00:00:00Z,212311101
2011,2011-08-06T00:00:00Z,808061103
2014,2014-01-01T00:00:00Z,201011402
2013,2013-01-02T00:00:00Z,201021301
2010,2010-01-03T00:00:00Z,201031001
2016,2016-01-03T00:00:00Z,201031601
2013,2013-01-05T00:00:00Z,201051301
2012,2012-01-06T00:00:00Z,201061201
2012,2012-01-07T00:00:00Z,201071202
2016,2016-01-08T00:00:00Z,201081602
2011,2011-01-09T00:00:00Z,201091101
2012,2012-01-09T00:00:00Z,201091201
2010,2010-01-10T00:00:00Z,201101001
2012,2012-01-10T00:00:00Z,201101201
2010,2010-01-11T00:00:00Z,201111001
2016,2016-01-11T00:00:00Z,201111601
2016,2016-01-11T00:00:00Z,201111602
2015,2015-01-12T00:00:00Z,201121501
2008,2008-01-13T00:00:00Z,201130801
2010,2010-01-13T00:00:00Z,201131001
2011,2011-01-13T00:00:00Z,201131101
2010,2010-01-14T00:00:00Z,201141001
2006,2006-01-15T00:00:00Z,201150601
2013,2013-01-15T00:00:00Z,201151301
2014,2014-01-15T00:00:00Z,201151401
2009,2009-01-16T00:00:00Z,201160901
2016,2016-01-16T00:00:00Z,201161601
2011,2011-01-18T00:00:00Z,201181101
2012,2012-01-18T00:00:00Z,201181202
2013,2013-01-18T00:00:00Z,201181301
2014,2014-01-19T00:00:00Z,201191401
2016,2016-01-19T00:00:00Z,201191601
2007,2007-01-20T00:00:00Z,201200701
2015,2015-01-20T00:00:00Z,201201501
2005,2005-01-22T00:00:00Z,201220501
2007,2007-01-22T00:00:00Z,201220701
2009,2009-01-22T00:00:00Z,201220901
2014,2014-01-22T00:00:00Z,201221401
2011,2011-01-23T00:00:00Z,201231101
2006,2006-01-24T00:00:00Z,201240601
2016,2016-01-25T00:00:00Z,201251601
2016,2016-01-30T00:00:00Z,201301601
2011,2011-02-03T00:00:00Z,202031102
2009,2009-02-04T00:00:00Z,202040901
2012,2012-02-06T00:00:00Z,202061201
2016,2016-02-07T00:00:00Z,202071601
2016,2016-02-09T00:00:00Z,202091601
2010,2010-02-10T00:00:00Z,202101002
2011,2011-02-10T00:00:00Z,202101103
2014,2014-02-10T00:00:00Z,202101401
2009,2009-02-11T00:00:00Z,202110901
2008,2008-02-13T00:00:00Z,202130801
2009,2009-02-13T00:00:00Z,202130901
2011,2011-02-14T00:00:00Z,202141102
2016,2016-02-14T00:00:00Z,202141601
2009,2009-02-15T00:00:00Z,202150901
2016,2016-02-15T00:00:00Z,202151601
2011,2011-02-17T00:00:00Z,202171101
2014,2014-02-17T00:00:00Z,202171401
2015,2015-01-17T00:00:00Z,202171501
2008,2008-02-19T00:00:00Z,202190801
2014,2014-02-19T00:00:00Z,202191401
2008,2008-02-21T00:00:00Z,202210802
2014,2014-02-22T00:00:00Z,202221401
2008,2008-02-23T00:00:00Z,202230802
2010,2010-02-23T00:00:00Z,202231003
2009,2009-02-28T00:00:00Z,202280901
2008,2008-02-29T00:00:00Z,202290801
2009,2009-03-01T00:00:00Z,203010901
2009,2009-03-01T00:00:00Z,203010903
2012,2012-03-02T00:00:00Z,203021201
2009,2009-03-03T00:00:00Z,203030901
2011,2011-03-04T00:00:00Z,203041101
2012,2012-03-04T00:00:00Z,203041201
2011,2011-03-08T00:00:00Z,203081101
2005,2005-03-09T00:00:00Z,203090501
2006,2006-04-09T00:00:00Z,203090601
2012,2012-03-10T00:00:00Z,203101201
2010,2010-03-12T00:00:00Z,203121001
2008,2008-03-13T00:00:00Z,203130801
2013,2013-03-13T00:00:00Z,203131301
2011,2011-03-14T00:00:00Z,203141102
2014,2014-03-14T00:00:00Z,203141401
2011,2011-03-17T00:00:00Z,203171102
2015,2015-03-21T00:00:00Z,203211501
2009,2009-03-23T00:00:00Z,203230901
2010,2010-03-23T00:00:00Z,203231005
2010,2010-03-23T00:00:00Z,203231006
2009,2009-03-24T00:00:00Z,203240901
2011,2011-03-24T00:00:00Z,203241102
2011,2011-03-25T00:00:00Z,203251102
2007,2007-03-26T00:00:00Z,203260701
2010,2010-03-26T00:00:00Z,203261002
2012,2012-03-26T00:00:00Z,203261201
2005,2007-03-27T00:00:00Z,203270501
2014,2014-03-27T00:00:00Z,203271402
2010,2010-03-28T00:00:00Z,203281001
2010,2010-03-28T00:00:00Z,203281002
2010,2010-03-29T00:00:00Z,203291001
2014,2014-03-29T00:00:00Z,203291401
2010,2010-03-30T00:00:00Z,203301001
2009,2009-03-31T00:00:00Z,203310902
2014,2014-04-01T00:00:00Z,204011401
2010,2010-04-02T00:00:00Z,204021001
2011,2011-04-02T00:00:00Z,204021101
2006,2006-04-03T00:00:00Z,204030601
2013,2013-04-05T00:00:00Z,204041301
2009,2009-04-05T00:00:00Z,204050901
2010,2010-04-05T00:00:00Z,204051001
2012,2012-04-07T00:00:00Z,204071201
2013,2013-04-07T00:00:00Z,204071301
2013,2013-04-07T00:00:00Z,204071304
2014,2014-04-07T00:00:00Z,204071402
2014,2014-04-08T00:00:00Z,204081401
2008,2008-04-10T00:00:00Z,204100801
2014,2014-04-08T00:00:00Z,204101401
2013,2013-04-11T00:00:00Z,204111301
2005,2005-04-12T00:00:00Z,204120501
2012,2012-04-12T00:00:00Z,204121201
2009,2009-04-13T00:00:00Z,204130902
2014,2014-04-13T00:00:00Z,204131401
2008,2008-04-14T00:00:00Z,204140801
2009,2009-04-14T00:00:00Z,204140901
2009,2009-04-14T00:00:00Z,204150901
2009,2009-04-14T00:00:00Z,204150902
2008,2008-04-17T00:00:00Z,204170801
2014,2014-04-17T00:00:00Z,204171401
2009,2009-04-19T00:00:00Z,204190901
2009,2009-04-19T00:00:00Z,204190902
2014,2014-04-19T00:00:00Z,204191401
2011,2011-04-20T00:00:00Z,204201102
2009,2009-04-21T00:00:00Z,204210901
2012,2012-04-22T00:00:00Z,204221201
2016,2016-04-23T00:00:00Z,204231601
2013,2013-04-24T00:00:00Z,204241301
2006,2006-04-26T00:00:00Z,204260602
2011,2011-04-26T00:00:00Z,204261101
2013,2013-04-26T00:00:00Z,204261301
2008,2008-04-27T00:00:00Z,204270801
2011,2011-04-27T00:00:00Z,204271101
2014,2014-04-27T00:00:00Z,204271401
2007,2007-04-28T00:00:00Z,204280701
2007,2007-04-29T00:00:00Z,204290701
2011,2011-04-29T00:00:00Z,204291102
2012,2012-04-29T00:00:00Z,204291202
2007,2007-05-01T00:00:00Z,205010701
2016,2016-05-04T00:00:00Z,205041601
2012,2012-05-05T00:00:00Z,205051201
2010,2010-05-06T00:00:00Z,205061002
2012,2012-05-07T00:00:00Z,205071201
2010,2010-05-08T00:00:00Z,205081001
2007,2007-05-09T00:00:00Z,205090701
2015,2015-05-10T00:00:00Z,205101501
2012,2012-05-11T00:00:00Z,205111201
2008,2008-05-14T00:00:00Z,205140801
2007,2007-05-15T00:00:00Z,205150701
2011,2011-05-15T00:00:00Z,205151101
2011,2011-05-15T00:00:00Z,205151102
2011,2011-05-15T00:00:00Z,205151103
2014,2014-05-15T00:00:00Z,205151401
2007,2007-05-17T00:00:00Z,205170701
2010,2010-05-17T00:00:00Z,205171001
2015,2015-05-17T00:00:00Z,205171501
2009,2009-05-19T00:00:00Z,205190901
2016,2016-05-19T00:00:00Z,205191601
2009,2009-05-20T00:00:00Z,205200901
2010,2010-05-20T00:00:00Z,205201001
2010,2010-05-21T00:00:00Z,205211002
2012,2012-05-21T00:00:00Z,205211201
2010,2010-05-23T00:00:00Z,205231001
2010,2010-05-23T00:00:00Z,205231002
2009,2009-05-24T00:00:00Z,205240901
2011,2011-05-25T00:00:00Z,205251102
2015,2015-05-25T00:00:00Z,205251501
2008,2008-05-27T00:00:00Z,205270801
2012,2012-05-29T00:00:00Z,205291201
2010,2010-05-30T00:00:00Z,205301001
2011,2011-06-01T00:00:00Z,206011102
2016,2016-06-02T00:00:00Z,206021601
2010,2010-06-03T00:00:00Z,206031001
2012,2012-06-03T00:00:00Z,206031201
2014,2014-06-03T00:00:00Z,206031402
2010,2010-06-09T00:00:00Z,206091001
2012,2012-06-09T00:00:00Z,206091201
2012,2016-06-10T00:00:00Z,206101202
2010,2010-06-11T00:00:00Z,206111001
2010,2010-06-12T00:00:00Z,206121001
2011,2011-06-12T00:00:00Z,206121101
2013,2013-06-13T00:00:00Z,206131302
2010,2010-06-14T00:00:00Z,206141002
2010,2010-06-14T00:00:00Z,206141003
2009,2009-06-15T00:00:00Z,206150902
2010,2010-06-15T00:00:00Z,206151001
2013,2013-06-15T00:00:00Z,206151301
2011,2011-06-16T00:00:00Z,206161102
2012,2012-06-17T00:00:00Z,206171201
2015,2015-06-17T00:00:00Z,206171501
2011,2011-06-18T00:00:00Z,206181101
2009,2009-06-19T00:00:00Z,206190901
2012,2012-06-19T00:00:00Z,206191201
2013,2013-06-19T00:00:00Z,206191301
2012,2012-06-20T00:00:00Z,206201201
2009,2009-06-23T00:00:00Z,206230901
2009,2009-06-23T00:00:00Z,206230903
2016,2016-06-23T00:00:00Z,206231601
2005,2005-06-24T00:00:00Z,206240501
2010,2010-06-25T00:00:00Z,206251002
2008,2016-06-26T00:00:00Z,206260801
2005,2005-06-27T00:00:00Z,206270501
2010,2010-06-30T00:00:00Z,206301001
2008,2008-07-01T00:00:00Z,207010801
2008,2008-07-02T00:00:00Z,207020801
2006,2006-07-04T00:00:00Z,207040601
2014,2014-07-04T00:00:00Z,207041401
2014,2014-07-04T00:00:00Z,207041402
2013,2013-07-08T00:00:00Z,207081301
2015,2015-07-09T00:00:00Z,207091504
2011,2011-07-10T00:00:00Z,207101101
2012,2012-07-10T00:00:00Z,207101201
2010,2010-07-11T00:00:00Z,207111001
2011,2011-07-12T00:00:00Z,207121101
2013,2013-07-12T00:00:00Z,207121301
2015,2015-07-14T00:00:00Z,207141501
2016,2016-07-14T00:00:00Z,207141601
2010,2010-07-16T00:00:00Z,207161001
2016,2016-07-18T00:00:00Z,207181601
2015,2015-07-20T00:00:00Z,207201501
2015,2015-07-20T00:00:00Z,207201503
2009,2009-07-22T00:00:00Z,207220901
2012,2012-07-22T00:00:00Z,207221203
2005,2005-07-23T00:00:00Z,207230501
2005,2005-07-24T00:00:00Z,207240501
2006,2006-07-25T00:00:00Z,207250601
2009,2009-07-25T00:00:00Z,207250901
2010,2010-07-25T00:00:00Z,207251001
2010,2010-07-30T00:00:00Z,207301001
2012,2012-07-31T00:00:00Z,207311201
2015,2015-07-31T00:00:00Z,207311502
2007,2007-08-01T00:00:00Z,208010701
2013,2013-08-04T00:00:00Z,208041301
2015,2015-08-06T00:00:00Z,208061501
2010,2010-09-09T00:00:00Z,208091001
2015,2015-08-10T00:00:00Z,208101501
2011,2011-08-14T00:00:00Z,208141101
2010,2010-08-16T00:00:00Z,208161001
2008,2008-08-22T00:00:00Z,208220801
2009,2009-08-22T00:00:00Z,208220901
2014,2014-08-23T00:00:00Z,208231401
2008,2008-08-24T00:00:00Z,208240801
2008,2008-08-25T00:00:00Z,208250801
2008,2008-08-28T00:00:00Z,208280801
2010,2010-08-29T00:00:00Z,208291001
2011,2011-08-29T00:00:00Z,208291101
2005,2005-09-02T00:00:00Z,209020501
2009,2009-09-03T00:00:00Z,209030901
2009,2009-09-03T00:00:00Z,209030902
2009,2009-09-04T00:00:00Z,209040901
2010,2010-09-04T00:00:00Z,209041001
2010,2010-09-04T00:00:00Z,209041002
2016,2016-09-04T00:00:00Z,209041601
2014,2014-09-06T00:00:00Z,209061402
2011,2011-09-07T00:00:00Z,209071101
2011,2011-09-07T00:00:00Z,209071102
2011,2011-09-08T00:00:00Z,209081101
2015,2015-09-08T00:00:00Z,209081501
2011,2011-09-09T00:00:00Z,209091101
2014,2014-09-10T00:00:00Z,209101401
2013,2013-09-14T00:00:00Z,209141301
2012,2012-09-15T00:00:00Z,209151201
2010,2010-09-17T00:00:00Z,209171001
2013,2013-09-18T00:00:00Z,209181301
2016,2016-09-18T00:00:00Z,209181602
2012,2012-09-19T00:00:00Z,209191201
2012,2012-09-22T00:00:00Z,209221202
2007,2007-09-23T00:00:00Z,209230701
2008,2008-09-24T00:00:00Z,209240801
2016,2016-09-25T00:00:00Z,209251601
2009,2009-09-26T00:00:00Z,209260902
2015,2015-09-26T00:00:00Z,209261501
2009,2009-09-28T00:00:00Z,209280901
2016,2016-10-01T00:00:00Z,210011601
2014,2014-10-02T00:00:00Z,210021401
2015,2015-10-02T00:00:00Z,210021501
2006,2006-10-03T00:00:00Z,210030601
2009,2009-10-03T00:00:00Z,210030901
2016,2016-10-03T00:00:00Z,210031601
2008,2008-10-06T00:00:00Z,210060801
2009,2009-10-07T00:00:00Z,210070901
2009,2009-10-07T00:00:00Z,210070902
2011,2011-10-07T00:00:00Z,210071101
2015,2015-10-09T00:00:00Z,210091501
2014,2014-10-11T00:00:00Z,210111401
2009,2009-10-12T00:00:00Z,210120903
2006,2006-10-14T00:00:00Z,210140601
2010,2010-10-14T00:00:00Z,210141001
2011,2011-10-14T00:00:00Z,210141101
2010,2010-10-15T00:00:00Z,210151001
2013,2013-10-16T00:00:00Z,210161301
2013,2013-10-17T00:00:00Z,210171301
2016,2016-10-17T00:00:00Z,210171601
2012,2012-10-19T00:00:00Z,210191201
2009,2009-10-21T00:00:00Z,210210904
2008,2008-10-22T00:00:00Z,210220802
2010,2010-10-22T00:00:00Z,210221001
2010,2010-10-24T00:00:00Z,210241002
2010,2010-10-24T00:00:00Z,210241004
2013,2013-10-24T00:00:00Z,210241301
2016,2016-10-25T00:00:00Z,210251601
2010,2010-10-26T00:00:00Z,210261001
2009,2009-10-27T00:00:00Z,210270901
2012,2012-10-28T00:00:00Z,210281201
2011,2011-10-30T00:00:00Z,210301102
2016,2016-10-30T00:00:00Z,210301602
2010,2010-10-31T00:00:00Z,210311001
2009,2009-11-04T00:00:00Z,211040901
2013,2013-11-04T00:00:00Z,211041301
2009,2009-11-07T00:00:00Z,211070901
2007,2007-11-07T00:00:00Z,211080701
2009,2009-11-08T00:00:00Z,211080901
2010,2010-11-08T00:00:00Z,211081001
2010,2010-11-08T00:00:00Z,211081004
2010,2010-11-10T00:00:00Z,211101001
2011,2011-11-10T00:00:00Z,211101101
2011,2011-11-10T00:00:00Z,211101102
2015,2015-11-10T00:00:00Z,211101501
2015,2015-11-12T00:00:00Z,211121501
2005,2005-11-13T00:00:00Z,211130501
2005,2005-11-14T00:00:00Z,211140501
2009,2009-11-15T00:00:00Z,211150901
2009,2009-11-16T00:00:00Z,211160901
2010,2010-11-16T00:00:00Z,211161001
2008,2017-11-17T00:00:00Z,211170801
2010,2010-11-17T00:00:00Z,211171001
2013,2013-11-18T00:00:00Z,211181301
2007,2007-11-20T00:00:00Z,211200701
2010,2010-11-20T00:00:00Z,211201001
2009,2009-11-22T00:00:00Z,211220901
2007,2007-11-23T00:00:00Z,211230701
2011,2011-11-23T00:00:00Z,211231101
2014,2014-11-23T00:00:00Z,211231401
2015,2015-11-23T00:00:00Z,211231502
2010,2010-11-25T00:00:00Z,211251001
2008,2008-11-28T00:00:00Z,211280801
2009,2009-12-03T00:00:00Z,212030903
2014,2014-12-04T00:00:00Z,212041401
2008,2008-12-05T00:00:00Z,212050801
2009,2009-12-10T00:00:00Z,212100902
2009,2009-12-12T00:00:00Z,212120901
2012,2012-12-13T00:00:00Z,212131201
2016,2016-12-13T00:00:00Z,212131601
2009,2009-12-16T00:00:00Z,212160901
2008,2008-12-17T00:00:00Z,212170801
2012,2012-12-18T00:00:00Z,212181201
2005,2005-12-19T00:00:00Z,212190501
2010,2010-12-21T00:00:00Z,212211001
2009,2009-12-22T00:00:00Z,212220901
2011,2011-12-22T00:00:00Z,212221103
2010,2010-12-24T00:00:00Z,212241001
2008,2008-12-25T00:00:00Z,212250802
2009,2009-12-27T00:00:00Z,212270901
2011,2011-12-28T00:00:00Z,212281101
2009,2009-12-29T00:00:00Z,212290901
2013,2013-12-29T00:00:00Z,212291301
2013,2013-12-29T00:00:00Z,212291303
2013,2013-12-29T00:00:00Z,212291304
2016,2016-12-30T00:00:00Z,212301601
2013,2013-12-31T00:00:00Z,212311301
2012,2012-05-03T00:00:00Z,205031201
2008,2008-02-14T00:00:00Z,301140801
2016,2016-02-04T00:00:00Z,302041602
2014,2014-03-16T00:00:00Z,303161401
2010,2010-03-22T00:00:00Z,303221001
2012,2012-04-02T00:00:00Z,304021201
2016,2016-04-24T00:00:00Z,304241601
2010,2010-05-02T00:00:00Z,305021001
2016,2016-05-18T00:00:00Z,305181606
2006,2006-05-21T00:00:00Z,305210601
2010,2010-05-23T00:00:00Z,305231001
2012,2012-06-10T00:00:00Z,306101204
2006,2006-06-12T00:00:00Z,306120602
2007,2007-06-19T00:00:00Z,306180702
2009,2009-06-19T00:00:00Z,306190901
2012,2012-07-04T00:00:00Z,307041201
2016,2016-07-04T00:00:00Z,307041602
2014,2014-07-09T00:00:00Z,307091402
2015,2015-07-13T00:00:00Z,307131503
2016,2016-08-11T00:00:00Z,308111601
2016,2016-08-26T00:00:00Z,308261601
2013,2013-08-27T00:00:00Z,308271301
2013,2013-09-05T00:00:00Z,309051301
2016,2016-09-08T00:00:00Z,309081602
2014,2014-09-24T00:00:00Z,309241403
2015,2015-10-01T00:00:00Z,310011501
2010,2010-10-07T00:00:00Z,310071001
2012,2012-10-10T00:00:00Z,310101202
2008,2008-10-20T00:00:00Z,310200801
